#Students	David Cohen	Sarah Levi	123456789	987654321
#Output1	develop.txt
#Output2	test.txt
#Output3	honduras
#Output4	output.txt
#Output5	300000
#Output6	1.1111111E-6
#Output7	415148
#Output8	41515
#Output9	373633
#Output10	18976
#Output11	3
#Output12	1.1111111E-6
#Output13	1.1111111E-6
#Output14	1.1111111E-6
#Output15	1.1111111E-6
#Output16	111.111
#Output17	111.111
#Output18	111.111
#Output19	1.11
#Output20	111.111
#Output21	11111
#Output22	11111
#Output23	1.1111111E-6
#Output24	1.1111111E-6
#Output25	11111
#Output26	111.111
#Output27	111.111
#Output28	L
#Output29
0	1.11111	1.11111	11111	11111
1	1.11111	1.11111	11111	11111
2	1.11111	1.11111	11111	11111
3	1.11111	1.11111	11111	11111
4	1.11111	1.11111	11111	11111
5	1.11111	1.11111	11111	11111
6	1.11111	1.11111	11111	11111
7	1.11111	1.11111	11111	11111
8	1.11111	1.11111	11111	11111
9	1.11111	1.11111	11111	11111
